gene1;gene2;bma_resnik;bma_seco;gic_resnik;gic_seco;sim(phen series)
ANXA11;FIG4;0.3275542344848064;0.5862447460766458;0.10310284699736603;0.11672532723366355;0.5
FCGR3A;RASGRP1;0.21434082506548768;0.3322485214430604;0.021870226628803887;0.025443864688190508;1.0
CNBP;TBX6;0.07952291988490867;0.1460032488563777;0.030482195636396224;0.03358372740840688;0.0
FANCD2;BRCA2;0.4470929961683043;0.7522470680365871;0.6325524210810888;0.6647930983928172;0.3333333333333333
IDH1;TXNRD2;0.2270227377306568;0.3581484208510284;0.07219237336111127;0.07769470679542183;0.0
SLC9A3R1;CEP104;0.036592879376610536;0.06800288320250814;0.0037452420614998826;0.003511643239554927;0.0
MOCOS;HLA-C;0.0014201477106188314;0.02609815971986706;9.500619300137023e-05;0.002451612491701564;0.0
ARV1;ARX;0.29435505740694023;0.6072137825822526;0.17277070897865746;0.2049831816525588;0.25
AHDC1;KANSL1;0.2469941642585265;0.5287538408044711;0.14114817914339753;0.16963704577264396;0.25
RPL10;RAB39B;0.25105846542261523;0.5236805872242585;0.15115043520730814;0.16771875949153944;0.5
CRB2;GUCY2C;0.0014201477106188314;0.02609815971986706;4.1724506480666586e-05;0.0010231024056250855;0.0
CFAP43;WDR66;0.7465919503494844;0.9720578786538258;1.0;1.0;1.0
DAG1;POMGNT2;0.44553152465566703;0.8066944957764053;0.7065859942088649;0.7263690359900661;1.0
CASK;CTLA4;0.2446540366662485;0.43834012465397854;0.11558520832450928;0.127661202875713;0.0
PROKR2;FLRT3;0.4041535013288987;0.7199420821118985;0.4433461000203884;0.4581243476263848;1.0
NEXN;TPM1;0.4268136386873773;0.7339201877873658;0.6667314051728638;0.6871383386821172;0.6666666666666666
CHMP2B;OPTN;0.389474420864782;0.7153525982780998;0.3062918150516311;0.3371198432661191;1.0
ALAS2;RPL5;0.18981529004165595;0.30609615564749204;0.0670264960919513;0.068145400944918;0.0
CNGA1;TPM2;0.16669342912702953;0.33194689779094744;0.05142984321080893;0.06432473160062123;0.0
IDUA;CCDC115;0.2088866118693476;0.4004124056437531;0.06620753908283576;0.08287940126738556;0.0
BSND;TEX15;0.14132822719259974;0.2391471107146999;0.009473311658547107;0.010972160350038309;0.0
LOX;TGFBR2;0.4485321294974837;0.7074935047119844;0.3200489924116292;0.3232989469028946;0.3333333333333333
SCN3A;TERC;0.15110275546845311;0.3209736570755629;0.07660738803599047;0.09130477274443456;0.0
TWIST1;KIF1B;0.21306133083312326;0.365291291617356;0.04544754250396617;0.053789636744265984;0.0
KIF5C;TUBA8;0.2742126459347196;0.6259725906916039;0.3046033733434847;0.3489279330283618;1.0
DYNC1H1;ZMYND11;0.14108435292509308;0.35695952039792234;0.03958864646341546;0.05854414880885625;0.5
TP53;OCRL;0.28878647999849705;0.4669910550165348;0.110191256309495;0.12116633138984018;0.0
CARD11;BCL10;0.2609358101766638;0.41139438881345625;0.12871361463115832;0.13029465791011896;1.0
GNRH1;HNRNPDL;0.12313222610252215;0.2171897850929997;0.019489566542998275;0.021640125232970632;0.0
CYBB;ORAI1;0.2282453174820188;0.380307713985965;0.08519253695377142;0.09612412357357784;1.0
PRKCSH;SUFU;0.1902266132486312;0.3307952672271177;0.028713095635024288;0.031217067353959793;0.0
ITGB6;NIPBL;0.26468656954168396;0.4915975121856358;0.095501708941409;0.1116697764824559;0.0
CEP63;PMPCB;0.16916249966518238;0.4186261992101079;0.12623060783568346;0.15418967873052336;0.0
SOD1;ADAMTS2;0.14703402409214866;0.2994759016994849;0.031030051882900863;0.039840626464254486;0.0
PIGA;CDKL5;0.28426106526617234;0.5468298550562993;0.21012170821875256;0.24410561173401565;1.0
TMEM165;SLC39A8;0.22220468998812412;0.4572779851936668;0.13604433418157416;0.16829189850603793;1.0
REEP6;KIAA1549;0.4136650681046514;0.7943544143474195;0.8361536827182289;0.8731406790343718;1.0
DPM1;KCNJ10;0.1263973144006266;0.2766258591034612;0.06545849638734376;0.09018368950238394;0.0
DACT1;EDN1;0.22797655312746626;0.3933967959889542;0.07798423588334323;0.08985951555274352;0.0
EIF2S3;ARX;0.3007673447064228;0.6124414962702154;0.19563234887438996;0.2290556621735381;1.0
ANO10;SNX14;0.2326577007316469;0.4738772711576218;0.11209288008045803;0.12681104430746498;1.0
MTHFR;F2;0.3181091165440821;0.4535206837157087;0.1727031667310986;0.1642627454910535;1.0
CACNA1E;STT3A;0.16447798350872314;0.39917891849199705;0.1313041532308713;0.15148400542081886;0.0
SHROOM4;GRIA3;0.22929786607226846;0.4868727009548449;0.1314687272645143;0.15645470070240808;1.0
DYNC1H1;TBL1XR1;0.1918845710741502;0.3886313282717449;0.08819028919551943;0.10531138515270702;0.6666666666666666
WDR11;BACH2;0.04679272276823029;0.09758107511935106;0.006743528541274133;0.0074161899432733484;0.0
GUCY2D;PRPH2;0.4524924266438709;0.6747070589899248;0.37003787098937146;0.36369560393382416;0.2857142857142857
LSS;HSF4;0.20334323233305654;0.373564497666446;0.06755926063580607;0.0816181212203502;0.3333333333333333
ARID1A;KCNQ5;0.14011253257638387;0.3763958288116778;0.026263397879004717;0.04300921596419874;0.25
SCN4B;MYL4;0.42374144156239213;0.6203170977706078;0.15321468974555938;0.15634925000699346;0.5
SFTPB;CSF2RA;0.3664989329466008;0.5867282945205254;0.16523116344774644;0.20662670321481627;1.0
KCNJ13;LRAT;0.3399834556290096;0.6186662260260398;0.3876872301278727;0.4108970149114188;0.5
MAGI2;KANK2;0.2555165004399585;0.4289023390965065;0.12140791394946635;0.1295055988546713;1.0
CPT1C;AP4E1;0.2235872919582093;0.4253454859653968;0.11298608241646607;0.12420217302155845;0.5
PDK3;MFN2;0.3954452410335276;0.6504327273059866;0.2299953535143425;0.2461288796428481;1.0
IQCB1;NPHP1;0.34711567438312096;0.6219160131146427;0.28270493862336754;0.2944488940998777;0.3333333333333333
KITLG;PPP2R1A;0.14796541693391124;0.26483523282863314;0.045003940538852025;0.046608637234905166;0.0
KAT6A;CTCF;0.2735145625687042;0.5829950515912542;0.2934688561595209;0.33001810390922703;1.0
ACTL6B;GLS;0.21824880116973264;0.4960969518123783;0.107875603312287;0.1293169011234292;1.0
ATP6V0A2;EYS;0.19994756081932746;0.3832621436752317;0.054085073697711004;0.06623468038199354;0.0
CCDC39;IFT80;0.23479981077039144;0.3897862182927511;0.06321151012059255;0.06571724723977856;0.0
TRIP12;HEPACAM;0.16607125824041924;0.38975318423511707;0.07987136467591305;0.10303191586286513;0.0
BRCA1;FKRP;0.2273506107371357;0.4278627683177795;0.10955852099822737;0.12397991692923345;0.0
FLI1;LRAT;0.20828510234418293;0.4020342494080141;0.0809621283889239;0.09958402023652137;0.0
NDST1;GPT2;0.25985051337350445;0.5949118907789192;0.2272701952592501;0.2707758109239042;1.0
DNM2;ADCY6;0.2831041185817448;0.5229049165018828;0.13609817515277473;0.15223233767191846;1.0
NUP205;KIF5C;0.0014201477106188314;0.02609815971986706;5.4949123011972636e-05;0.0010747260285567267;0.0
CALM1;SCN5A;0.4854447401777285;0.7114265010674403;0.2844644440960562;0.2893126354833141;0.5
POMT2;B3GALNT2;0.40245609410981853;0.7229811377346467;0.4535522867216805;0.4896042232407269;1.0
TFG;CNKSR2;0.2273459194146191;0.4251300778887018;0.08843113480338771;0.09618472008878576;0.0
SLC9A6;MORC2;0.20196791172824746;0.42900614753983984;0.11150599245316847;0.11690695231171272;0.0
MERTK;SNRNP200;0.4333840382314572;0.8070764638536687;0.8567818210060346;0.8851201724855606;1.0
TBXA2R;BLOC1S3;0.3605352863835838;0.5642500070969213;0.18007723324285033;0.18088358018042053;0.0
NDUFB8;NDUFS4;0.32422719415968604;0.6224549970718686;0.29195335753902346;0.32704956537443114;0.3333333333333333
LRMDA;GNAI3;0.12570235061670207;0.2401152957485196;0.020811977849482643;0.025179104872745654;0.0
SGCG;PRKAG2;0.2516039686977354;0.42186464471476215;0.09007920416842312;0.10287527109468696;0.0
TTC25;CFAP300;0.5326996172120283;0.8910695118631359;0.8715900336769191;0.9045974340958371;1.0
ENAM;DLX3;0.4458142933016908;0.6127142755167586;0.1604813230053162;0.17516758394198625;1.0
TMEM43;SPTLC1;0.1822359607715769;0.3255149014872014;0.043414530062855665;0.05206920821226159;0.0
PEX26;PEX19;0.4283253855380524;0.7768367875323077;0.7828384711349993;0.8008777551459513;1.0
HCN1;ARX;0.3063712221202234;0.6045705055358908;0.1876325351077089;0.21613520999682867;0.2
CAMK2A;LINS1;0.2398695887860839;0.5405839693348542;0.15500820860037084;0.18557812292253856;1.0
MEF2C;KCNQ5;0.2151859809641137;0.5138421135007889;0.09731023561525444;0.12104226397524764;0.5
CDKL5;SLC12A5;0.3026825418361233;0.568098572606583;0.10761265335272767;0.1268918539889846;1.0
PEX6;FUT8;0.27012487744407226;0.5515566907502232;0.12314682724286058;0.15011062591918872;0.0
CRYGD;ADGRG6;0.09878098254737576;0.18392566971533136;0.00876055175218005;0.009561783487089278;0.0
FANCA;HPS3;0.22278747088213985;0.4064841091038481;0.03358050886010321;0.03692281604959479;0.0
TSEN2;PKP2;0.0014201477106188312;0.02609815971986706;2.887686057256701e-05;0.0006181467210230836;0.0
ZBTB42;ERCC4;0.1924182544109735;0.37492355991989773;0.01702614493791542;0.019076639895794213;0.0
CAVIN1;IL17RD;0.20982019167773566;0.3705051348969015;0.1200438642997232;0.12410155056426612;0.0
HFM1;CACNB4;0.06941435429668834;0.14017468601393562;0.004309850379251972;0.006010800052888884;0.0
HSPB8;SYNGAP1;0.22454224158149785;0.41909234974668136;0.06661121006614776;0.0675664762485524;0.0
CRYBB3;BBS5;0.11382248961988473;0.2125382177441484;0.011312521532802305;0.012284980365032828;0.0
CNGB1;ZNF408;0.4124534631454437;0.7745929326881416;0.7070661523238846;0.7661808289564522;0.5
RBMX;FMR1;0.2641233446376374;0.4931124822359594;0.08501551971509619;0.09635631365053822;1.0
CTNNB1;NUS1;0.22736517434430334;0.4785642489093546;0.10657124762633227;0.14116708849568688;1.0
REEP6;IMPDH1;0.4061321894569668;0.7520824166107656;0.6824696938760304;0.7099315339703259;0.5
MTTP;IL36RN;0.04636912421685629;0.0971158682472992;0.012271506938031942;0.014585606776943812;0.0
TMEM199;COG6;0.2591386409667429;0.4541781118179981;0.11847747249421205;0.12940778692326566;1.0
THAP1;PRKRA;0.4060027446659336;0.6509543097160762;0.2723134440166903;0.276473806946747;1.0
HES7;POLG;0.20707371530297253;0.3832463493938344;0.04464291857940604;0.05413960487107563;0.0
HARS1;CDH23;0.26194846233178304;0.4500934328318781;0.11867922453942767;0.13208281572962818;0.25
RLIM;ZC4H2;0.2374520186799057;0.4861105442364795;0.1836326387751716;0.21267471023487144;0.0
SLC25A11;FKRP;0.2146065939489843;0.3687003157364779;0.04690330103381763;0.052643355410276385;0.0
CRLF1;PRPS1;0.2259800328678637;0.4391221616366289;0.08310006737959133;0.10176273405936534;0.0
SLC40A1;NEK2;0.15291238983777095;0.2771937165914618;0.09791671764164613;0.09716057666418622;0.0
FOXE1;EPHB2;0.10984456149074233;0.17193512676028405;0.028559684409985717;0.029469857775159425;0.0
PYROXD1;CATSPER1;0.0014201477106188314;0.02609815971986706;2.9724160416794745e-05;0.0006306630807297023;0.0
LMNA;KARS1;0.27827864848978784;0.495176201764033;0.02448912333706784;0.030727361070083763;0.14285714285714285
GPRASP2;PRPS1;0.1312945448743131;0.263636870496404;0.018990356944522474;0.02357832598751249;0.3333333333333333
ZFYVE26;ENTPD1;0.26998682618535513;0.5578688881231529;0.17723965966030975;0.20580666369998046;1.0
SETD5;TLK2;0.2851256347111292;0.5852684417588269;0.15401891238165324;0.18621115872766028;0.5
PROP1;ACTN1;0.034935006650735165;0.08729998737414639;0.008565753174728262;0.010084612117754322;0.0
CD3G;NPHS1;0.1817395750010796;0.3309279498904226;0.07642546817034811;0.09501633931180896;0.0
CDK5RAP2;CENPE;0.24667182439796065;0.5037659493443251;0.17758123218090272;0.2106506962244681;0.5
FKTN;COL6A2;0.3138771032334604;0.5462354000372437;0.1883162495850248;0.1971314458543836;1.0
ADAM22;EEF1A2;0.26700523938633497;0.5746248846302753;0.14529603663287485;0.15446046800338556;0.5
SIX1;ACTG1;0.26456994510517545;0.4781375138222062;0.10482409959610324;0.12063534527751113;0.5
ICOS;TFG;0.08048642092629657;0.15168585074343588;0.013781748884694113;0.0154091190440952;0.0
CLCN4;KIF4A;0.22725741839032002;0.5309542223748165;0.02504178132224797;0.03273851041032668;1.0
PUS1;CACNA1A;0.18805933815436765;0.3998313347251662;0.08530561597701099;0.10682292853572116;0.0
GRIN2B;ITPA;0.2066655994979265;0.4845335389019016;0.2204437090876978;0.2613145001865038;0.5
GIGYF2;CYP7B1;0.21525133037113164;0.432641929626881;0.08523255648460469;0.10343694441124833;0.0
KLHL7;KIAA1549;0.3257519248619297;0.6355803452842269;0.2865621018928459;0.3042133521014047;0.5
GRIN2B;RASA1;0.11245045962170637;0.2303401501678048;0.038922161880730416;0.045318555074540495;0.0
RPGR;CHRNA2;0.12279246373274705;0.26653379070006616;0.011476584199027471;0.01505263171332872;0.0
TNNC1;FZD4;0.10245519381188092;0.16946704004871802;0.01839594505524953;0.019466564709600148;0.0
DHDDS;MAGT1;0.021529940291675573;0.05408969443539798;0.0016588778249907602;0.0016881996988649445;0.5
UQCC3;DES;0.13992408718936133;0.2921212039022795;0.022031199563426144;0.02859195467803563;0.0
TMEM106B;POLR3A;0.22247542176482046;0.4524611851640428;0.06933983756959489;0.08787254176689976;0.5
ALG1;BRWD3;0.14905800254481502;0.3552953178442674;0.08380848284516554;0.09962399162851464;0.0
PGM3;COQ2;0.2135185831699428;0.41634835389253005;0.08492902334472062;0.10742316342645088;0.0
C1R;TNXB;0.2653069608115816;0.4406806063017942;0.11343683274982007;0.12427645744562135;0.5
