Uniprot ID1;Uniprot ID2;BMA Resnik;BMA Seco;GIC Resnik;GIC Seco;Sim(Pfam);Sim(Seq)
P06168;P11484;0.207060165;0.310995559;0.062241517;0.072365926;0;0.017870303
P38156;P54070;0.146327527;0.227461112;0.035258823;0.045346733;0;0.016446773
Q07451;P38170;0.101674967;0.183768176;0.031113259;0.052126929;0;0.015561384
P53946;Q06595;0.140636969;0.238529606;0.222677201;0.224950126;0;0.013011389
P33749;P36052;0.126955393;0.220797866;0.013869958;0.024397612;0;0.017441387
Q00453;P38355;0.123834454;0.24219252;0.060302204;0.092639348;0;0.022399988
P38297;P09436;0.210552691;0.348181816;0.121967126;0.149075729;0;0.009328701
P41277;P34228;0.200735654;0.339606358;0.112142088;0.155650896;0;0.012122034
Q04174;Q08723;0.153600531;0.226605661;0.060459566;0.062266626;0;0.017030649
P38824;P40585;0.180199238;0.325747494;0.130626673;0.156374981;0;0.04003409
P53740;P37291;0.206754416;0.333042064;0.028380271;0.037877669;0;0.016272513
Q05530;Q12496;0.120952062;0.181618476;0.052436543;0.05689242;0;0.013239704
P40361;P38165;0.132677909;0.275454968;0.043452657;0.075791664;0;0.012246684
Q08970;P0CE00;0.318595559;0.408176996;0.150141687;0.163015174;0;0.017276596
P32343;P34110;0.264416473;0.410895343;0.193769351;0.216450334;0;0.011534727
P46678;Q07478;0.216600062;0.298571402;0.097053174;0.093353908;0;0.015471262
P49687;P39684;0.278753053;0.367086016;0.142048909;0.142090023;0;0.009343255
P32604;Q99234;0.140439836;0.20558541;0.029858882;0.032794287;0;0.017019076
Q03338;Q12029;0.121529034;0.184721564;0.018160445;0.020691321;0;0.019936109
Q06204;P0CY09;0.147213346;0.209595941;0.021012879;0.026687311;0;0.022539702
Q03193;Q12491;0.099479229;0.166221323;0.01138978;0.013828452;0;0.008745827
Q05359;P53191;0.207431711;0.397535227;0.100149017;0.144107962;0;0.017872485
P53036;P12962;0.216505592;0.28628836;0.090481089;0.088801098;0;0.016860515
Q06708;Q07651;0.176309813;0.264900765;0.026170206;0.030007073;0;0.012942677
P36044;Q12188;0.153213764;0.218593211;0.052329878;0.05660209;0;0.011387444
Q07684;P40353;0.1129126;0.214152247;0.031192483;0.054883619;0;0.016941902
P53176;Q07963;0.138618722;0.221069521;0.023520192;0.028557225;0;0.008090733
P40106;Q06408;0.280121494;0.385197659;0.094509282;0.110637682;0;0.01844123
P09547;P47988;0.293861725;0.447474758;0.189507946;0.214901919;0;0.010593348
Q05790;P23638;0.213955397;0.314884315;0.088119305;0.102956439;0;0.028755412
Q9ZZW7;Q08985;0.198330477;0.29614102;0.073810495;0.092681263;0;0.020337302
P39718;P53949;0.184644429;0.317217653;0.050844821;0.06718142;0;0.031538569
P53943;P32333;0.117962778;0.216992985;0.020575339;0.032914006;0;0.007920056
Q06554;Q07442;0.24017303;0.394487714;0.157090878;0.174461063;0;0.009153133
P25364;P54858;0.123151872;0.24543658;0.027805252;0.044102564;0;0.01705064
P31378;Q01939;0.287141325;0.40786689;0.15528705;0.162415476;0;0.021533834
P40071;P38042;0.113356917;0.174344984;0.01327452;0.016740273;0;0.013521472
P00724;Q07084;0.152358048;0.24717294;0.024184323;0.032811946;0;0.013218177
Q03390;Q02884;0.120877903;0.227181696;0.020095679;0.032219007;0;0.022745144
P24276;Q07878;0.187369917;0.287836836;0.049585857;0.058502607;0;0.004801104
Q04533;P40892;0.144447156;0.202118147;0.02847676;0.033767949;0;0.017636289
P35691;P43591;0.14910246;0.235851185;0.027519008;0.031334632;0;0.037290678
P38198;P53283;0.143705971;0.239125684;0.018746713;0.025259397;0;0.008409539
P32572;P40073;0.205102918;0.268785489;0.05679351;0.05288148;0;0.028559395
Q12532;P18851;0.16446893;0.234948722;0.021074099;0.023348164;0;0.012997719
P38620;P40038;0.187455685;0.273957408;0.044577755;0.052635096;0;0.02148987
Q04949;P53107;0.156529262;0.233727369;0.039149361;0.043792341;0;0.020772789
P32591;Q08905;0.143562611;0.234384777;0.029348193;0.045666262;0;0.011176552
P38218;Q05787;0.138255487;0.206891042;0.03244179;0.033844955;0;0.013273983
P21691;P24719;0.174952164;0.247775601;0.035473791;0.035900939;0;0.015876728
P40538;Q08979;0.097953343;0.16258135;0.308931987;0.281118836;0;0.019623228
P25389;P23900;0.165311956;0.289715378;0.045038112;0.06487809;0;0.010200562
P53739;P24276;0.269309544;0.394909329;0.10607673;0.119765843;0;0.009537298
Q02821;P32191;0.125427435;0.213605989;0.02389435;0.038550355;0;0.015548078
P15731;P0CX08;0.164301812;0.232240402;0.029250934;0.030262395;0;0.020509746
P53193;P38318;0.090601657;0.146122369;0.005806597;0.008635292;0;0.021688089
P00815;Q12421;0.184338222;0.319904987;0.037431027;0.052556485;0;0.017453555
P43595;Q04921;0.173110019;0.282287835;0.021856675;0.027874309;0;0.021802958
Q00711;P38769;0.173156664;0.25600923;0.048966065;0.058217746;0;0.013363474
Q12265;Q05905;0.100398827;0.167077925;0.009042297;0.011980876;0;0.024760542
P32386;Q02932;0.226826171;0.349504771;0.057229148;0.067847207;0;0.007390941
Q00582;P22146;0.224493419;0.34343756;0.165910354;0.173568124;0;0.0176852
Q08322;Q03263;0.145535312;0.255347766;0.040314315;0.055511243;0;0.022048636
P17505;Q12358;0.25812079;0.358555634;0.103046198;0.114067283;0;0.02066277
P33327;Q05024;0.122632147;0.246042367;0.059458901;0.103619034;0;0.017171751
Q12468;P38695;0.086655501;0.139887572;0.006900129;0.010673844;0;0.015501971
P25344;P10862;0.233969672;0.302846482;0.085350794;0.089347259;0;0.021393382
P38326;Q12443;0.1895324;0.33631073;0.088251662;0.123566029;0;0.021112943
P38077;P32800;0.211572524;0.313108706;0.059217021;0.07313049;0;0.024242696
Q04066;P36775;0.185223301;0.229204188;0.051024995;0.051090358;0;0.01230784
Q06324;P23638;0.179106143;0.300159892;0.069672953;0.09005713;0;0.02120998
P39927;P26570;0.191878371;0.311739819;0.066881903;0.091912423;0;0.015385332
P38152;P53250;0.139500722;0.218700939;0.009649533;0.012769255;0;0.028130712
P32466;Q06673;0.127796073;0.211883558;0.021130716;0.03074639;0;0.010033515
P40559;Q99257;0.21637068;0.336997079;0.086911442;0.098413414;0;0.010877871
P40531;P25375;0.140010359;0.256065139;0.031122227;0.042846965;0;0.017628772
P54790;P38125;0.144592088;0.207992752;0.030431968;0.032071764;0;0.01438272
P53233;Q12285;0.18739789;0.314987115;0.069727425;0.081935207;0;0.026943297
P16451;P32563;0.176573867;0.270866029;0.041931467;0.053403853;0;0.012826889
P35691;Q02884;0.190131206;0.312351003;0.055147178;0.061904877;0;0.025897608
Q05785;P38089;0.17388948;0.306769153;0.051890571;0.074293128;0;0.01665299
Q06063;P15274;0.210719009;0.295436952;0.057790887;0.066185018;0;0.015365996
P53297;P38830;0.238069119;0.334282146;0.207320271;0.209594982;0;0.011600171
P32266;P38842;0.182033072;0.349439546;0.070306697;0.100766943;0;0.018646488
P33302;P53212;0.139997813;0.279113186;0.049921189;0.081281652;0;0.009732128
P43637;Q12006;0.201287496;0.275932376;0.117397463;0.110843091;0;0.0198152
P53727;P46997;0.187537439;0.358924603;0.058341547;0.093348516;0;0.016930721
Q07786;P12612;0.138125213;0.22506921;0.039508509;0.045591392;0;0.01862242
P32471;Q06162;0.148078392;0.216235424;0.033750368;0.043437044;0;0.033366811
P06103;Q12211;0.187199488;0.287918029;0.075780293;0.094084055;0;0.013914076
Q04623;P20459;0.147304396;0.243154112;0.047585008;0.057669779;0;0.018303463
P38803;P0CS90;0.193477186;0.294354785;0.057013576;0.063367347;0;0.015938424
P25298;P43602;0.155448046;0.278551967;0.027774932;0.043039641;0;0.012740228
P39517;P24868;0.251371905;0.351542782;0.072787725;0.076432836;0;0.016684573
P09733;P38929;0.178822897;0.297507703;0.078293316;0.10297852;0;0.012049525
P12383;P21242;0.180130535;0.293977966;0.062462532;0.086438027;0;0.01122136
P25336;Q01532;0.293668059;0.410677575;0.143370036;0.153922231;0;0.011910507
P32855;P53283;0.213118368;0.339835531;0.061470331;0.071519427;0;0.010318441
O13585;Q08234;0.103339019;0.17523458;0.021994317;0.024620244;0;0.009873701
P53749;P40302;0.18359037;0.312272853;0.051737307;0.070478361;0;0.019158944
Q12166;P40008;0.156561739;0.324746745;0.074059464;0.122498578;0;0.018165774
P38721;P36141;0.140853422;0.216216859;0.055554263;0.055096614;0;0.028378128
P18851;Q12049;0.157305707;0.243056374;0.020187671;0.027261201;0;0.016589362
Q12267;P30775;0.214669071;0.332323574;0.063144772;0.08247868;0;0.010838456
P25694;Q12223;0.303375;0.417115729;0.079797643;0.086309793;0;0.016116318
Q04608;P17505;0.082130521;0.1290931;0.013109486;0.016771417;0;0.025339552
P32622;P34230;0.196491841;0.299052901;0.101351369;0.146537213;0;0.012178303
Q03768;P21954;0.163392739;0.23026116;0.041804285;0.047515622;0;0.020223441
Q99344;P40094;0.158850005;0.264359378;0.05627997;0.073508828;0;0.016794312
P25390;Q99385;0.149630087;0.226022811;0.013060674;0.017254021;0;0.010060759
P14681;P25583;0.238150549;0.386260532;0.120913346;0.134797267;0;0.02568948
Q03630;P32266;0.175008738;0.288334265;0.048138817;0.062217256;0;0.015868566
Q04299;P24719;0.17696647;0.227209743;0.053546813;0.05250413;0;0.018971737
Q08991;P50874;0.094186495;0.153860201;0.004592212;0.00613682;0;0.0209816
Q04924;P29461;0.162604353;0.268987936;0.064016942;0.090369624;0;0.013730041
P11325;P33296;0.238940968;0.400290705;0.164429548;0.212861462;0;0.013573888
P53330;P38230;0.159905024;0.270399845;0.05965813;0.092927927;0;0.033036856
P33755;P53167;0.214081794;0.347551233;0.055414232;0.069681186;0;0.015450868
P38166;P46992;0.171940491;0.287419721;0.06229506;0.073126723;0;0.023838518
P48016;P36139;0.147212574;0.24661011;0.026543846;0.039562134;0;0.011310162
P39112;Q12008;0.192128866;0.259312204;0.073140763;0.078054235;0;0.012207624
P47141;P25038;0.250155017;0.43600958;0.251476407;0.260727368;0;0.018842055
Q02825;P33550;0.213648973;0.333291235;0.103659821;0.132064945;0;0.018734954
P40541;P53925;0.129091709;0.244701569;0.057142264;0.084639999;0;0.01123305
P21560;P32266;0.252868187;0.403216186;0.081756038;0.107190092;0;0.013556508
P38310;Q12298;0.130180766;0.24242867;0.040745665;0.062661718;0;0.01673072
Q05998;P32325;0.089501715;0.144102705;0.00400568;0.006142172;0;0.012570033
P53197;P16474;0.182762635;0.281437429;0.022566224;0.034439772;0;0.013294134
Q02799;P49704;0.119973997;0.191896094;0.021290681;0.02568853;0;0.021732406
P27882;P39992;0.085099787;0.136261369;0.006597606;0.008713627;0;0.018155061
Q12469;P17255;0.232694125;0.369280279;0.103151988;0.139682142;0;0.00912801
P22146;P24031;0.202156652;0.330924328;0.049497907;0.06835063;0;0.018674892
P53617;P36421;0.325587923;0.46490564;0.134193497;0.156285774;0;0.021574378
P39924;Q00684;0.09172071;0.158259133;0.013168468;0.024115395;0;0.016490709
Q03707;Q12086;0.213254593;0.306460326;0.109413159;0.107139334;0;0.014050809
P53720;P06786;0.218869112;0.354513293;0.115787598;0.142611656;0;0.00988327
Q99260;P35497;0.13978779;0.200778775;0.021846349;0.024993294;0;0.023676133
P39547;Q12325;0.210718986;0.382212966;0.067635263;0.09694225;0;0.017004413
P40159;P01098;0.150510659;0.307452245;0.132859681;0.225945629;0;0.050798109
P14284;P22696;0.201611169;0.301570329;0.072631412;0.087824885;0;0.009706049
P38627;P34227;0.161274451;0.28082637;0.031207934;0.051663856;0;0.018250807
P24870;Q04175;0.176428985;0.299846069;0.035542396;0.058076637;0;0.016304873
P13365;P32464;0.211741929;0.290143553;0.20649192;0.200801683;0;0.015014959
P14540;P23615;0.16882723;0.274973592;0.038518842;0.050429317;0;0.009270839
P14681;P25615;0.246379936;0.360610218;0.080809056;0.101388097;0;0.016083107
Q06704;Q00453;0.188479766;0.364233616;0.059716392;0.093003266;0;0.018025887
P40893;P25560;0.111467542;0.189187558;0.021810449;0.02826571;0;0.052014548
P53040;P10080;0.221877905;0.366645678;0.092386934;0.104713499;0;0.020753274
P06773;P32657;0.244915588;0.322891427;0.055847705;0.059587203;0;0.009705188
P29340;Q12451;0.175488797;0.27748234;0.057437703;0.076451847;0;0.012449438
P40970;Q08972;0.194640186;0.324301333;0.065583992;0.08756929;0;0.010681261
P39981;Q12103;0.091172005;0.147103302;0.012068909;0.016983067;0;0.013548451
Q12472;P07249;0.185670465;0.284518772;0.069228605;0.089420549;0;0.008311209
P36027;P38126;0.156474888;0.241005112;0.036652552;0.041825985;0;0.016517343
P53924;P50101;0.292146269;0.460388065;0.110241005;0.131373658;0;0.010717539
P53183;P12612;0.131853384;0.206017094;0.033761812;0.040234109;0;0.023313472
P32874;P38114;0.249336058;0.446795312;0.133225777;0.162463019;0;0.006362906
P36052;P53845;0.12834299;0.26170923;0.039920895;0.067586249;0;0.021737343
P39969;P0CS90;0.192643615;0.305872206;0.056476468;0.066489682;0;0.009377319
P53188;Q08902;0.109023286;0.183139712;0.015608988;0.020769278;0;0.027234552
Q03956;P40015;0.12341883;0.227007703;0.028375436;0.047428432;0;0.019692678
P53746;P38703;0.177760246;0.276593347;0.049473335;0.065743702;0;0.013936236
P00358;P41910;0.217643583;0.377590126;0.05019762;0.077814242;0;0.02098753
P60010;Q05021;0.192588293;0.278655453;0.048849176;0.055189187;0;0.0159778
P36093;P47042;0.206830592;0.287463088;0.096776432;0.09107307;0;0.017088661
Q06554;P25582;0.250278811;0.383720391;0.109748553;0.122652153;0;0.008058161
Q06405;P07286;0.258969805;0.357193504;0.100617304;0.117552923;0;0.028871165
Q03957;P06100;0.366103699;0.517556331;0.314644164;0.322041799;0;0.020368521
P41921;P18852;0.16157554;0.264318251;0.032420219;0.039677231;0;0.025213934
Q06451;P47089;0.133530476;0.222257216;0.01766714;0.023661731;0;0.020663618
P53971;Q12361;0.140766102;0.203623602;0.022557468;0.024480703;0;0.009734752
P53067;P13365;0.171520792;0.289561767;0.046605705;0.072488549;0;0.010545371
Q03280;P36421;0.227139947;0.35781067;0.115360292;0.132006297;0;0.006340919
P40061;Q06636;0.21230053;0.296017214;0.09757051;0.100779955;0;0.010215498
Q12509;P43553;0.123684491;0.207428035;0.015326309;0.020794788;0;0.013775902
Q12298;P47185;0.084954225;0.136501771;0.010392318;0.014301831;0;0.018218757
P40061;Q07648;0.157815716;0.21093469;0.028174607;0.03311051;0;0.009484629
Q12434;P17883;0.151514609;0.20992103;0.026041941;0.03074982;0;0.008736287
P53741;P23493;0.14258149;0.238973425;0.049288598;0.064008514;0;0.019864799
P42940;P39734;0.146010497;0.274172419;0.079621012;0.12172668;0;0.017539132
P47128;P38431;0.170388601;0.228076643;0.015766962;0.01820862;0;0.025345476
P25364;P05066;0.23803056;0.408697353;0.120423942;0.161499294;0;0.014397783
P39954;Q04740;0.255976659;0.364962613;0.113557798;0.121620667;0;0.025326263
P38863;P53090;0.146432469;0.248971237;0.015727249;0.025333095;0;0.013653634
Q12370;Q06505;0.147511457;0.250669715;0.036225026;0.055987803;0;0.029575065
P04819;Q12372;0.103198954;0.18806413;0.023751141;0.039088219;0;0.014675163
P38170;Q12244;0.155751558;0.264814749;0.037881905;0.06128446;0;0.012119041
Q08910;P42833;0.102543213;0.171286366;0.014858542;0.021122283;0;0.021731862
P47054;Q06109;0.152223289;0.251949291;0.063665976;0.090257709;0;0.010805879
P13188;P39929;0.149442767;0.230280782;0.033154286;0.03542773;0;0.014811085
P38341;Q12523;0.127386133;0.247963895;0.097088266;0.138941384;0;0.024845563
P04387;Q12193;0.190212623;0.301419641;0.059499092;0.083273028;0;0.007287496
Q12245;P24482;0.225907422;0.400327868;0.107250349;0.161106575;0;0.016026627
Q04431;P38239;0.113958066;0.183645843;0.021520504;0.025912957;0;0.027138972
P36113;P41911;0.211642675;0.283209234;0.045229908;0.050788906;0;0.015250848
P33298;P41817;0.228454834;0.364340198;0.099439661;0.111634277;0;0.021077421
P38892;P39676;0.19965758;0.307487173;0.046690796;0.058526432;0;0.022537061
Q04924;P38239;0.189412669;0.272552038;0.102321338;0.103576995;0;0.016260314
P38254;P38260;0.170904087;0.314717408;0.097034643;0.113751541;0;0.018702097
P38734;Q08562;0.118796701;0.233465789;0.019749361;0.034046251;0;0.008120956
P22140;Q02629;0.148748754;0.232676207;0.02360564;0.030893778;0;0.011608885
Q02647;P49704;0.206748663;0.291720142;0.051246412;0.058174137;0;0.02428152
P61829;P39003;0.331016956;0.46904352;0.160658697;0.179425247;0;0.0193336
P40485;P38177;0.083027336;0.130700422;0.008758114;0.011639131;0;0.016962249
Q12298;P25502;0.145084693;0.262992429;0.037808385;0.057087044;0;0.011637535
Q12300;P38121;0.117584114;0.178628345;0.011608655;0.014328848;0;0.014312937
P38162;P38716;0.153805602;0.333278349;0.077894794;0.126499614;0;0.035552712
P06843;P32849;0.296733456;0.401314079;0.146363407;0.155615011;0;0.011965479
Q03034;P38810;0.15262407;0.260943572;0.04604203;0.064395964;0;0.011150685
Q08972;P0C2J1;0.215984724;0.37403932;0.137724529;0.188920577;0;0.006109858
P40530;P47988;0.201593232;0.317233436;0.090094595;0.103643826;0;0.012895654
Q03973;P53051;0.167620604;0.263288354;0.059099229;0.07740705;0;0.020140672
Q04149;P54007;0.127255916;0.175294609;0.011968347;0.014257037;0;0.017445695
Q03210;P53255;0.185279954;0.26217415;0.113326956;0.11354701;0;0.014606648
Q12199;P42883;0.104146519;0.157744662;0.011108113;0.015088927;0;0.022345039
P32617;P15202;0.112711645;0.20208018;0.038182482;0.064802539;0;0.02110147
P36523;P32801;0.158349524;0.2430629;0.043619825;0.053467337;0;0.020517088
P00572;Q08923;0.150714347;0.251458412;0.026929707;0.045803563;0;0.022779302
P38823;P53070;0.202068384;0.284409518;0.029535695;0.034366989;0;0.016765581
Q08422;Q08562;0.20702783;0.385903789;0.061090363;0.09262872;0;0.008712651
P38749;Q04067;0.153109719;0.256561961;0.062395318;0.08280786;0;0.0258878
P38779;P69850;0.140023335;0.195934453;0.037761803;0.050451109;0;0.028694486
Q9ZZX0;Q04377;0.221640818;0.341602503;0.149128485;0.168058915;0;0.017169731
Q08001;P35208;0.115236746;0.209093092;0.020241317;0.035108246;0;0.015801329
P29311;P32528;0.188939428;0.278535345;0.024594239;0.030711557;0;0.008087428
P36096;Q12296;0.195414458;0.342548491;0.083316782;0.110146377;0;0.011983558
P53541;P06105;0.283439719;0.458513962;0.074680646;0.099567733;0;0.010826585
P53754;P0CX80;0.1237308;0.166562253;0.029496471;0.03375624;0;0.037673776
